,no.,time,source,destination,protocol,length,tcp_retransmission,SYN,ACK,Seq,Win,Len,MSS
717,718,3 days 08:25:23.980800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
718,719,3 days 08:25:29.510400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
719,720,3 days 08:25:35.558399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
720,721,3 days 08:25:41.088000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
721,722,3 days 08:25:46.704000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
722,723,3 days 08:25:52.924800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
723,724,3 days 08:25:58.454400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
724,725,3 days 08:26:04.156800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
725,726,3 days 08:26:10.464000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
726,727,3 days 08:26:16.771200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
727,728,3 days 08:26:22.473600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
728,729,3 days 08:26:28.003200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
729,730,3 days 08:26:33.964800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
730,731,3 days 08:26:39.494400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
731,732,3 days 08:26:45.110399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
732,733,3 days 08:26:50.726400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
733,734,3 days 08:26:57.292799999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
734,735,3 days 08:27:02.131199999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
735,736,3 days 08:27:06.623999999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
736,737,3 days 08:27:11.030400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
737,738,3 days 08:27:15.523200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
738,739,3 days 08:27:19.929600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
739,740,3 days 08:27:24.336000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
740,741,3 days 08:33:26.870400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
741,742,3 days 08:33:32.659200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
742,743,3 days 08:33:38.188800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
743,744,3 days 08:33:43.804800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
744,745,3 days 08:33:49.334400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
745,746,3 days 08:33:54.864000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
746,747,3 days 08:34:00.480000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
747,748,3 days 08:34:06.182400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
748,749,3 days 08:34:11.712000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
749,750,3 days 08:34:17.328000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
750,751,3 days 08:34:22.944000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
751,752,3 days 08:34:28.473600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
752,753,3 days 08:34:34.348800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
753,754,3 days 08:34:39.878400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
754,755,3 days 08:34:45.408000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
755,756,3 days 08:34:51.024000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
756,757,3 days 08:34:56.553600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
757,758,3 days 09:36:31.449600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
758,759,3 days 09:36:38.448000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
759,760,3 days 09:36:42.940800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
760,761,3 days 09:36:47.606400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
761,762,3 days 09:36:52.099200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
762,763,3 days 09:36:56.505600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
763,764,3 days 09:37:01.084800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
764,765,3 days 09:37:05.577599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
765,766,3 days 09:37:10.070399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
766,767,3 days 09:37:14.563200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
767,768,3 days 09:37:18.969600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
768,769,3 days 09:37:23.462400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
769,770,3 days 09:37:27.955200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
770,771,3 days 09:37:32.448000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
771,772,3 days 09:37:37.459200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
772,773,3 days 09:37:41.952000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
773,774,3 days 09:37:46.358400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
774,775,3 days 09:37:50.851200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
775,776,3 days 09:37:55.430400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
776,777,3 days 09:38:00.009600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
777,778,3 days 09:38:04.502400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
778,779,3 days 09:38:09.686400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
779,780,3 days 09:38:14.697600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
780,781,3 days 09:38:19.276800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
781,782,3 days 09:38:23.942400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
782,783,3 days 11:02:57.523200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
783,784,3 days 11:03:05.731200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
784,785,3 days 11:03:11.347200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
785,786,3 days 11:03:17.308800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
786,787,3 days 11:03:22.838400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
787,788,3 days 11:03:28.454400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
788,789,3 days 11:03:34.502400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
789,790,3 days 11:03:40.118400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
790,791,3 days 11:03:45.648000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
791,792,3 days 11:03:51.177600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
792,793,3 days 11:03:56.707200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
793,794,3 days 11:04:02.496000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
794,795,3 days 11:04:08.025600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
795,796,3 days 11:04:13.555200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
796,797,3 days 11:04:19.084800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
797,798,3 days 11:04:24.700800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
798,799,3 days 11:04:30.835200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
799,800,3 days 11:04:38.697600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
800,801,3 days 11:04:45.264000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
801,802,3 days 11:04:50.793600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
802,803,3 days 11:04:56.755200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
803,804,3 days 11:05:02.198400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
804,805,3 days 11:05:07.728000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
805,806,3 days 11:05:13.257600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
806,807,3 days 11:05:18.787200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
807,808,3 days 11:05:24.316800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
808,809,3 days 11:05:30.105600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
809,810,3 days 11:05:35.721600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
810,811,3 days 11:05:42.460800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
811,812,3 days 11:05:48.249600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
812,813,3 days 11:05:53.865600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
813,814,3 days 11:05:59.568000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
814,815,3 days 11:06:05.097600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
815,816,3 days 11:11:51.907200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
816,817,3 days 11:11:57.436800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
817,818,3 days 11:12:02.966400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
818,819,3 days 11:12:08.582400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
819,820,3 days 11:12:14.112000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
820,821,3 days 11:12:19.728000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
821,822,3 days 11:12:25.344000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
822,823,3 days 11:12:31.132800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
823,824,3 days 11:12:36.662400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
824,825,3 days 11:12:48.758400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
825,826,3 days 11:12:54.460800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
826,827,3 days 11:13:00.249600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
827,828,3 days 11:13:05.865600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
828,829,3 days 11:13:11.481600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
829,830,3 days 11:13:17.097600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
830,831,3 days 11:13:22.713600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
831,832,3 days 11:13:28.675200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
832,833,3 days 12:14:50.956800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
833,834,3 days 12:14:57.091200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
834,835,3 days 12:15:02.707200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
835,836,3 days 12:15:08.496000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
836,837,3 days 12:15:14.025600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
837,838,3 days 12:15:19.641600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
838,839,3 days 12:15:25.257600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
839,840,3 days 12:15:29.923200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
840,841,3 days 12:15:34.588800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
841,842,3 days 12:15:38.995200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
842,843,3 days 12:15:43.488000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
843,844,3 days 12:15:49.708800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
844,845,3 days 12:15:55.324800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
845,846,3 days 12:16:00.768000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
846,847,3 days 12:16:07.075200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
847,848,3 days 12:16:12.777600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
848,849,3 days 12:16:18.739200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
849,850,3 days 12:16:24.268800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
850,851,3 days 12:16:29.798400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
851,852,3 days 12:16:43.536000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
852,853,3 days 12:16:48.979200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
853,854,3 days 12:16:54.595199999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
854,855,3 days 12:17:00.211200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
855,856,3 days 12:17:05.740800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
856,857,3 days 12:17:11.356800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
857,858,3 days 13:41:18.240000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
858,859,3 days 13:41:25.065600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
859,860,3 days 13:41:30.681599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
860,861,3 days 13:41:36.297600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
861,862,3 days 13:41:41.827200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
862,863,3 days 13:41:47.443200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
863,864,3 days 13:41:53.232000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
864,865,3 days 13:41:58.848000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
865,866,3 days 13:42:04.464000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
866,867,3 days 13:42:10.080000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
867,868,3 days 13:42:15.609600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
868,869,3 days 13:42:21.657600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
869,870,3 days 13:42:27.187200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
870,871,3 days 13:42:32.803200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
871,872,3 days 13:42:38.332800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
872,873,3 days 13:42:44.640000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
873,874,3 days 13:42:50.688000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
874,875,3 days 13:42:57.427199999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
875,876,3 days 13:43:03.648000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
876,877,3 days 13:43:09.436799999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
877,878,3 days 13:43:15.052800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
878,879,3 days 13:43:20.841600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
879,880,3 days 13:43:26.457599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
880,881,3 days 13:43:32.073600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
881,882,3 days 13:43:37.603200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
882,883,3 days 13:43:43.219200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
883,884,3 days 13:43:49.440000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
884,885,3 days 13:43:54.969600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
885,886,3 days 13:44:00.585600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
886,887,3 days 13:44:06.201600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
887,888,3 days 13:44:11.817599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
888,889,3 days 13:44:17.952000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
889,890,3 days 13:44:23.568000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
890,891,3 days 13:50:17.376000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
891,892,3 days 13:50:24.374400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
892,893,3 days 13:50:30.076800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
893,894,3 days 13:50:35.606400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
894,895,3 days 13:50:41.222400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
895,896,3 days 13:50:46.752000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
896,897,3 days 13:50:52.454399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
897,898,3 days 13:50:58.070400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
898,899,3 days 13:51:03.600000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
899,900,3 days 13:51:09.216000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
900,901,3 days 13:51:14.832000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
901,902,3 days 13:51:19.670400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
902,903,3 days 13:51:25.200000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
903,904,3 days 13:51:30.729600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
904,905,3 days 13:51:36.345600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
905,906,3 days 13:51:41.961600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
906,907,3 days 13:51:47.491199999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
907,908,3 days 14:53:16.339200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
908,909,3 days 14:53:22.214399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
909,910,3 days 14:53:28.003200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
910,911,3 days 14:53:33.619200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
911,912,3 days 14:53:39.235199999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
912,913,3 days 14:53:44.851200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
913,914,3 days 14:53:50.380800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
914,915,3 days 14:53:56.342400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
915,916,3 days 14:54:01.958400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
916,917,3 days 14:54:07.488000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
917,918,3 days 14:54:13.104000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
918,919,3 days 14:54:18.633600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
919,920,3 days 14:54:24.508800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
920,921,3 days 14:54:30.038400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
921,922,3 days 14:54:36.518400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
922,923,3 days 14:54:42.134400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
923,924,3 days 14:54:47.836800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
924,925,3 days 14:54:53.971200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
925,926,3 days 14:55:00.623999999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
926,927,3 days 14:55:06.153600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
927,928,3 days 14:55:11.683200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
928,929,3 days 14:55:17.212800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
929,930,3 days 14:55:23.174400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
930,931,3 days 14:55:28.704000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
931,932,3 days 14:55:34.319999999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
932,933,3 days 16:19:43.276800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
933,934,3 days 16:19:51.139200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
934,935,3 days 16:19:57.187200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
935,936,3 days 16:20:03.235200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
936,937,3 days 16:20:08.851200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
937,938,3 days 16:20:14.553600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
938,939,3 days 16:20:19.564800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
939,940,3 days 16:20:24.057600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
