,no.,time,source,destination,protocol,length,tcp_retransmission,SYN,ACK,Seq,Win,Len,MSS
1045,1046,3 days 19:07:32.419200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1046,1047,3 days 19:07:37.862399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1047,1048,3 days 19:07:43.651200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1048,1049,3 days 19:07:49.180800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1049,1050,3 days 19:07:54.710400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1050,1051,3 days 19:08:00.240000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1051,1052,3 days 19:08:05.769600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1052,1053,3 days 19:08:10.435200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1053,1054,3 days 19:08:15.964800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1054,1055,3 days 19:08:21.408000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1055,1056,3 days 19:08:26.937600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1056,1057,3 days 19:08:32.467200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1057,1058,3 days 20:10:08.832000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1058,1059,3 days 20:10:15.916800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1059,1060,3 days 20:10:20.496000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1060,1061,3 days 20:10:24.988800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1061,1062,3 days 20:10:29.481600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1062,1063,3 days 20:10:34.060800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1063,1064,3 days 20:10:38.553600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1064,1065,3 days 20:10:43.046400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1065,1066,3 days 20:10:47.539200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1066,1067,3 days 20:10:52.032000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1067,1068,3 days 20:10:56.524800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1068,1069,3 days 20:11:01.104000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1069,1070,3 days 20:11:05.596800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1070,1071,3 days 20:11:10.089600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1071,1072,3 days 20:11:15.187200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1072,1073,3 days 20:11:19.680000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1073,1074,3 days 20:11:24.172800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1074,1075,3 days 20:11:28.579200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1075,1076,3 days 20:11:33.072000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1076,1077,3 days 20:11:37.564800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1077,1078,3 days 20:11:42.057600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1078,1079,3 days 20:11:46.636800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1079,1080,3 days 20:11:51.216000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1080,1081,3 days 20:11:55.622400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1081,1082,3 days 20:12:00.115200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1082,1083,3 days 21:36:34.300800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1083,1084,3 days 21:36:42.249600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1084,1085,3 days 21:36:47.865600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1085,1086,3 days 21:36:53.913600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1086,1087,3 days 21:36:59.443200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1087,1088,3 days 21:37:04.972800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1088,1089,3 days 21:37:12.316800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1089,1090,3 days 21:37:18.278400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1090,1091,3 days 21:37:23.894400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1091,1092,3 days 21:37:29.424000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1092,1093,3 days 21:37:35.040000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1093,1094,3 days 21:37:40.569600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1094,1095,3 days 21:37:45.321600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1095,1096,3 days 21:37:50.764800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1096,1097,3 days 21:37:56.380800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1097,1098,3 days 21:38:01.910400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1098,1099,3 days 21:38:08.217600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1099,1100,3 days 21:38:13.747200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1100,1101,3 days 21:38:21.004800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1101,1102,3 days 21:38:26.534400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1102,1103,3 days 21:38:32.496000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1103,1104,3 days 21:38:38.025600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1104,1105,3 days 21:38:43.555200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1105,1106,3 days 21:38:49.689600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1106,1107,3 days 21:38:55.132800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1107,1108,3 days 21:39:00.662400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1108,1109,3 days 21:39:06.192000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1109,1110,3 days 21:39:11.721600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1110,1111,3 days 21:39:17.596800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1111,1112,3 days 21:39:23.126400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1112,1113,3 days 21:39:28.656000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1113,1114,3 days 21:39:34.185600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1114,1115,3 days 21:39:39.715200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1115,1116,3 days 21:45:37.497600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1116,1117,3 days 21:45:42.249600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1117,1118,3 days 21:45:46.828800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1118,1119,3 days 21:45:52.963200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1119,1120,3 days 21:45:57.542400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1120,1121,3 days 21:46:02.035200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1121,1122,3 days 21:46:06.441600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1122,1123,3 days 21:46:12.057600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1123,1124,3 days 21:46:17.587200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1124,1125,3 days 21:46:23.203200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1125,1126,3 days 21:46:28.732800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1126,1127,3 days 21:46:34.348800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1127,1128,3 days 21:46:39.187200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1128,1129,3 days 21:46:44.803200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1129,1130,3 days 21:46:50.332800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1130,1131,3 days 21:46:55.862400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1131,1132,3 days 21:47:01.478400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1132,1133,3 days 22:48:29.894400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1133,1134,3 days 22:48:36.806400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1134,1135,3 days 22:48:42.422400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1135,1136,3 days 22:48:48.297600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1136,1137,3 days 22:48:53.827200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1137,1138,3 days 22:48:59.529600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1138,1139,3 days 22:49:04.195200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1139,1140,3 days 22:49:16.809600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1140,1141,3 days 22:49:21.475200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1141,1142,3 days 22:49:26.918400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1142,1143,3 days 22:49:32.534400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1143,1144,3 days 22:49:39.100800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1144,1145,3 days 22:49:44.630400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1145,1146,3 days 22:49:50.160000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1146,1147,3 days 22:49:56.208000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1147,1148,3 days 22:50:01.737600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1148,1149,3 days 22:50:07.958400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1149,1150,3 days 22:50:15.216000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1150,1151,3 days 22:50:21.091200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1151,1152,3 days 22:50:25.670400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1152,1153,3 days 22:50:30.249600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1153,1154,3 days 22:50:34.828800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1154,1155,3 days 22:50:39.408000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1155,1156,3 days 22:50:43.987200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1156,1157,3 days 22:50:48.480000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1157,1158,4 days 00:14:53.980800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1158,1159,4 days 00:15:00.460800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1159,1160,4 days 00:15:06.163200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1160,1161,4 days 00:15:11.779200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1161,1162,4 days 00:15:17.308800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1162,1163,4 days 00:15:22.924800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1163,1164,4 days 00:15:27.676800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1164,1165,4 days 00:15:33.206400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1165,1166,4 days 00:15:38.736000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1166,1167,4 days 00:15:44.265600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1167,1168,4 days 00:15:49.881600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1168,1169,4 days 00:15:55.411200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1169,1170,4 days 00:16:01.200000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1170,1171,4 days 00:16:06.816000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1171,1172,4 days 00:16:12.345600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1172,1173,4 days 00:16:18.998400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1173,1174,4 days 00:16:24.528000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1174,1175,4 days 00:16:30.316800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1175,1176,4 days 00:16:45.091199999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1176,1177,4 days 00:16:50.793600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1177,1178,4 days 00:16:56.755200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1178,1179,4 days 00:17:02.544000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1179,1180,4 days 00:17:08.073600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1180,1181,4 days 00:17:13.689600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1181,1182,4 days 00:17:19.219200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1182,1183,4 days 00:17:24.835200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1183,1184,4 days 00:17:30.796799999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1184,1185,4 days 00:17:36.412800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1185,1186,4 days 00:17:41.942400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1186,1187,4 days 00:17:47.558400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1187,1188,4 days 00:17:53.088000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1188,1189,4 days 00:17:59.049600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1189,1190,4 days 00:18:04.665599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1190,1191,4 days 00:23:58.473600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1191,1192,4 days 00:24:03.139200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1192,1193,4 days 00:24:07.632000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1193,1194,4 days 00:24:12.643200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1194,1195,4 days 00:24:18.086400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1195,1196,4 days 00:24:23.702400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1196,1197,4 days 00:24:29.232000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1197,1198,4 days 00:24:34.761600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1198,1199,4 days 00:24:40.291200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1199,1200,4 days 00:24:46.252799999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1200,1201,4 days 00:24:51.696000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1201,1202,4 days 00:24:57.225600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1202,1203,4 days 00:25:02.755200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1203,1204,4 days 00:25:08.198400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1204,1205,4 days 00:25:24.528000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1205,1206,4 days 00:25:30.835200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1206,1207,4 days 00:25:36.451200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1207,1208,4 days 01:26:54.412800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1208,1209,4 days 01:27:01.065600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1209,1210,4 days 01:27:06.681600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1210,1211,4 days 01:27:12.211200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1211,1212,4 days 01:27:17.827200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1212,1213,4 days 01:27:23.356800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1213,1214,4 days 01:27:29.059200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1214,1215,4 days 01:27:34.675200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1215,1216,4 days 01:27:40.291200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1216,1217,4 days 01:27:45.820800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1217,1218,4 days 01:27:51.436800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1218,1219,4 days 01:27:56.361600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1219,1220,4 days 01:28:01.804800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1220,1221,4 days 01:28:07.420800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1221,1222,4 days 01:28:13.987200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1222,1223,4 days 01:28:19.603200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1223,1224,4 days 01:28:25.132800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1224,1225,4 days 01:28:31.526400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1225,1226,4 days 01:28:38.784000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1226,1227,4 days 01:28:44.745600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1227,1228,4 days 01:28:50.275200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1228,1229,4 days 01:28:55.804800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1229,1230,4 days 01:29:01.852800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1230,1231,4 days 01:29:07.468800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1231,1232,4 days 01:29:12.998400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1232,1233,4 days 01:52:17.990400000,64.13.134.52,172.16.0.8,TCP,60,False,False,True,1  ,0 Le,0, >  
1233,1234,4 days 01:55:44.054400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1234,1235,4 days 01:55:51.139200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1235,1236,4 days 02:42:29.289600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1236,1237,4 days 02:42:34.819200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1237,1238,4 days 02:42:40.521600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1238,1239,4 days 02:42:46.224000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1239,1240,4 days 02:42:51.753600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1240,1241,4 days 02:42:57.369600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1241,1242,4 days 02:43:02.985600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1242,1243,4 days 02:43:08.860800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1243,1244,4 days 02:43:14.476800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1244,1245,4 days 02:43:20.265600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1245,1246,4 days 02:43:25.795200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1246,1247,4 days 02:43:31.411200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1247,1248,4 days 02:43:36.163200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1248,1249,4 days 02:43:40.656000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1249,1250,4 days 02:43:45.062400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1250,1251,4 days 02:43:49.555200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1251,1252,4 days 02:43:54.048000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1252,1253,4 days 02:43:59.491200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1253,1254,4 days 02:44:06.144000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1254,1255,4 days 02:44:12.019200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1255,1256,4 days 02:44:17.548800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1256,1257,4 days 02:44:23.164800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1257,1258,4 days 02:44:29.299200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1258,1259,4 days 02:44:34.828800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1259,1260,4 days 02:44:40.358400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1260,1261,4 days 02:44:45.888000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1261,1262,4 days 02:44:51.417600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1262,1263,4 days 02:44:57.206400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1263,1264,4 days 02:45:02.736000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
1264,1265,4 days 02:45:08.265600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1265,1266,4 days 02:45:13.795200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
1266,1267,4 days 02:45:19.324800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
1267,1268,4 days 02:45:25.372800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1268,1269,4 days 02:49:37.920000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
1269,1270,4 days 02:49:43.968000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
